Manager of the Esenler branch is Derem Acar.
There is no such employee.
There is no such employee.
Fezai Kocak is dismissed from branch: Arapgir.
Belde Dede is dismissed from branch: Pursaklar.
There is no such employee.
Manager of the Beydag branch is Erendiz Kose.
Fikret Sarac is dismissed from branch: Genc.
There is no such employee.
There is no such employee.
Demirezen Toker is dismissed from branch: Karsel.
Manager of the Araban branch is Canel Aydemir.
Galibe Koc is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Fena Ucar is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
Manager of the Tire branch is Elacık Elmas.
There is no such employee.
There is no such employee.
Gazel Aksu is promoted from Cashier to Cook.
Bahir Yavuz is promoted from Cashier to Cook.
Fidan Ozturk is dismissed from branch: Zeytinburnu.
Cansel Taskin is promoted from Cashier to Cook.
Evgin Tasdemir is dismissed from branch: Darende.
Total bonuses for the Beyoglu branch are: 44277
Abakay Balta is dismissed from branch: Baskil.
There is no such employee.
Leylan Akbas is dismissed from branch: Buyukcekmece.
Dehan Sarac is dismissed from branch: Karakocan.
Bahir Cicek is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
Karmen Sarac is dismissed from branch: Acigol.
Dildan Ipek is promoted from Cashier to Cook.
Irmak Erturk is dismissed from branch: Kulp.
There is no such employee.
There is no such employee.
Total bonuses for the Buyukorhan branch are: 48847
There is no such employee.
Lİna Taskin is dismissed from branch: Hazro.
There is no such employee.
There is no such employee.
Destecan Yucel is dismissed from branch: Golbasi.
There is no such employee.
Jarin Dagdelen is dismissed from branch: Merkez.
Fahrettin Ozturk is dismissed from branch: Kulp.
There is no such employee.
Irsad Tasdemir is dismissed from branch: Lice.
There is no such employee.
There is no such employee.
Belde Koc is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Birsoy Temel is dismissed from branch: Gursu.
There is no such employee.
Abak Acar is dismissed from branch: Sancaktepe.
There is no such employee.
Hamit Kara is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Canalp Aydin is promoted from Cashier to Cook.
Başak Dag is dismissed from branch: Sariyer.
Fitnat Aksu is dismissed from branch: Orhangazi.
Bediz Yigit is dismissed from branch: Elmadag.
There is no such employee.
Habide Yilmaz is dismissed from branch: Zeytinburnu.
Hattat Bayrak is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
Damla Kocak is dismissed from branch: Darende.
Girin Alp is dismissed from branch: Yesilyurt.
There is no such employee.
Manager of the Torbali branch is Delistan Ozdemir.
Bahtiser Yilmaz is dismissed from branch: Umraniye.
Gazire Aydogan is dismissed from branch: Akyurt.
There is no such employee.
There is no such employee.
There is no such employee.
Ilgar Kucuk is promoted from Cashier to Cook.
Eser Ozen is promoted from Cashier to Cook.
Manager of the Nilufer branch is Bahamra Nas.
There is no such employee.
There is no such employee.
Eylem Yilmazer is dismissed from branch: Gaziemir.
There is no such employee.
There is no such employee.
Manager of the Karsel branch is Kevser Genc.
Filizer Gul is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Dehna Gunes is promoted from Cashier to Cook.
Derince Aydin is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Halilullah Aksoy is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
Furkan Sahin is dismissed from branch: Cinar.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
Total bonuses for the Sariyer branch this month are: 1152
Abdulhamit Yildiran is dismissed from branch: Sereflikochisar.
Furkan Toprak is dismissed from branch: Dogansehir.
There is no such employee.
There is no such employee.
Erkinay Ekinci is promoted from Cashier to Cook.
Mediha Yilmazer is promoted from Cashier to Cook.
Firuz Senol is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
İlayda Yildiz is dismissed from branch: Nilufer.
There is no such employee.
There is no such employee.
There is no such employee.
Ifakat Seker is promoted from Cashier to Cook.
There is no such employee.
Isa Tuncer is promoted from Cashier to Cook.
Kalender Sahiner is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
Manager of the Dicle branch is Demirbilek Yuksel.
There is no such employee.
There is no such employee.
There is no such employee.
Total bonuses for the Gaziemir branch this month are: 985
There is no such employee.
Total bonuses for the Orhaneli branch are: 46842
There is no such employee.
Total bonuses for the Gursu branch are: 47438
There is no such employee.
There is no such employee.
There is no such employee.
Leyla Gunes is dismissed from branch: Beyoglu.
Aysel Buyuk is promoted from Cook to Manager.
Belgi Akbas is dismissed from branch: Konak.
Ecegül Yigit is promoted from Cashier to Cook.
There is no such employee.
Ilbilge Erdogan is promoted from Cashier to Cook.
There is no such employee.
Lİna Ay is promoted from Cashier to Cook.
Edgü Gurbuz is dismissed from branch: Orhangazi.
There is no such employee.
Manager of the Odemis branch is Cenah Kucuk.
There is no such employee.
There is no such employee.
Kayla Saglam is dismissed from branch: Lice.
Manager of the Adakli branch is Cankut Erkan.
There is no such employee.
There is no such employee.
Jefi Ozen is dismissed from branch: Dogansehir.
There is no such employee.
Leyla Aydin is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Aygül Aksu is dismissed from branch: Darende.
There is no such employee.
There is no such employee.
There is no such employee.
Acarbey Saglam is dismissed from branch: Pursaklar.
There is no such employee.
Manager of the Konak branch is Gizmen Aksu.
There is no such employee.
There is no such employee.
Erdem Aktas is dismissed from branch: Arguvan.
There is no such employee.
Hanife Ceylan is dismissed from branch: Cinar.
There is no such employee.
Leyli Cetin is promoted from Cashier to Cook.
Fahri Kara is dismissed from branch: Menemen.
Haldun Balta is promoted from Cashier to Cook.
There is no such employee.
Ecenaz Gul is promoted from Cashier to Cook.
Galibe Yilmazer is dismissed from branch: Tire.
There is no such employee.
Istemihan Taskin is dismissed from branch: Araban.
There is no such employee.
There is no such employee.
Total bonuses for the Sereflikochisar branch are: 48203
Hadra Dag is dismissed from branch: Hacibektas.
There is no such employee.
Hacı Demirci is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
There is no such employee.
Hamis Tuncer is dismissed from branch: Nilufer.
There is no such employee.
There is no such employee.
Kayra Gurbuz is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Ikan Ozen is promoted from Cashier to Cook.
Total bonuses for the Yazihan branch this month are: 1148
Fenniye Aksu is dismissed from branch: Cinar.
Abay Duran is dismissed from branch: Bismil.
There is no such employee.
There is no such employee.
Dorukhan Aksoy is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Gevher Ari is dismissed from branch: Sereflikochisar.
Berkan Sahin is dismissed from branch: Sincan.
There is no such employee.
Lalin Nas is dismissed from branch: Kulp.
Total bonuses for the Kestel branch this month are: 2440
Total bonuses for the Yenimahalle branch this month are: 1697
There is no such employee.
Daya Demir is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
Fena Sahin is dismissed from branch: Yayladere.
There is no such employee.
There is no such employee.
There is no such employee.
Isinkan Toker is dismissed from branch: Torbali.
Başağa Tuncer is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
Total bonuses for the Beydag branch are: 45952
Gediz Aslan is dismissed from branch: Buyukcekmece.
Faraziye Aktas is dismissed from branch: Karabaglar.
Mecide Sahin is dismissed from branch: Konak.
There is no such employee.
There is no such employee.
Gaffar Alkan is promoted from Cashier to Cook.
Hale Nas is dismissed from branch: Esenler.
There is no such employee.
There is no such employee.
Hakverdi Cengiz is dismissed from branch: Esenler.
Alara Balta is dismissed from branch: Orhangazi.
There is no such employee.
Dal Yavuz is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
Bilal Nas is dismissed from branch: Gaziemir.
There is no such employee.
Daristan Yigit is promoted from Cashier to Cook.
Total bonuses for the Lice branch this month are: 1825
Manager of the Yesilyurt branch is Loya Cebeci.
There is no such employee.
Abaza Celik is dismissed from branch: Elmadag.
Hakverdi Seker is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Celvetiye Yildirim is dismissed from branch: Dicle.
There is no such employee.
Total bonuses for the Yesilyurt branch are: 46962
There is no such employee.
Cankat Aydin is dismissed from branch: Kagithane.
Manager of the Karkamis branch is Ayvaz Akpinar.
Kamelya Ozdemir is dismissed from branch: Bagcilar.
Mahmure Oz is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
Total bonuses for the Sariyer branch this month are: 1469
Dildan Alp is promoted from Cashier to Cook.
Ferhunde Aksoy is dismissed from branch: Pursaklar.
Kardan Duran is promoted from Cashier to Cook.
Ilaydin Gunes is dismissed from branch: Kuluncak.
Karen Ipek is dismissed from branch: Araban.
Ece Genc is promoted from Cashier to Cook.
There is no such employee.
There is no such employee.
There is no such employee.
Katre Yavuz is dismissed from branch: Darende.
There is no such employee.
There is no such employee.
There is no such employee.
